nofaims_prot_abund,cv48_prot_abund,nofaims_pep_abund,cv48_pep_abund
2265.35009765625,7068.087890625,3683.88525390625,7068.087890625
1170.9501953125,784.5480346679688,2104.377685546875,1241.4151611328125
8742.73046875,1470.1866455078125,459.19134521484375,785.310302734375
81.9849624633789,15808.033203125,799.6430053710938,101.7495574951172
918.2473754882812,519.1255493164062,237.8894195556641,26.055574417114254
2695.26416015625,810.8743896484375,327.93463134765625,1404.964111328125
874.8621826171875,1008.6519775390624,1170.9501953125,1404.964111328125
613.5745239257812,36.725379943847656,161.8221435546875,16617.63671875
373.1737365722656,1682.591552734375,1057.8592529296875,25993.7890625
4407.697265625,2151.77734375,1374.2200927734375,6377.33984375
4909.38330078125,89.06831359863281,322.6627502441406,6377.33984375
1957.98828125,255.61871337890625,1018.5234985351562,398.4386596679688
240.3026885986328,257.4183349609375,598.2437133789062,313.1918029785156
2899.992431640625,146.31317138671875,525.1390991210938,356.1454162597656
763.8057250976562,365.8584899902344,482.6383972167969,195.09413146972656
364.07757568359375,242.2380828857422,152.75685119628906,49.84809494018555
2027.5792236328125,356.7673034667969,66.56674194335938,588.5750732421875
894.9869384765625,46.1640625,66.56674194335938,532.5119018554688
163.24752807617188,1165.2772216796875,6656.10546875,436.2896728515625
229.77626037597656,431.2932739257813,1171.235107421875,345.6041259765625
7925.42041015625,710.7210693359375,860.1323852539062,141.20359802246094
291.7537536621094,444.1588745117188,590.135986328125,19.693735122680664
807.7056884765625,347.2480163574219,172.09912109375,19.28061294555664
2258.3662109375,77.74765014648438,321.00128173828125,1480.3504638671875
1781.132080078125,17.79973602294922,888.790771484375,455.7393493652344
14587.4140625,984.3173217773438,1232.1492919921875,455.7393493652344
466585.75,250.10519409179688,442.9967651367188,473.5367431640625
4588.68896484375,318.1421203613281,697.6339721679688,473.5367431640625
343.0359191894531,10.391671180725098,647.4599609375,450.7639770507813
140370.34375,83.71432495117188,358.3061218261719,450.7639770507813
92756.765625,167.20225524902344,704.3610229492188,796.8400268554688
849.3983764648438,24.752233505249023,345.63250732421875,815.6167602539062
2990.010498046875,59.51140594482422,358.0924377441406,841.8222045898438
7121.8740234375,275.3846130371094,573.6256103515625,685.0162963867188
9543.3544921875,6720.2158203125,166.70510864257812,295.6075439453125
4469.67724609375,709.3929443359375,267.5502624511719,295.6075439453125
17967.755859375,1835.25,286.0191345214844,555.8368530273438
1279.4375,4196.310546875,833.3510131835938,219.37405395507807
77356.375,72.48104095458984,248.81854248046875,219.37405395507807
3612.516357421875,611.4639282226562,765.4547729492188,405.6047668457031
6821.1318359375,65.98391723632812,478.4497985839844,321.82763671875
2778.088134765625,44.59165191650391,92.85247802734376,388.5477600097656
1990.109619140625,8682.96875,11.381375312805176,14.603392601013184
1809.3922119140625,17078.0703125,373.1737365722656,209.2250061035156
587.9910278320312,1842.643798828125,3781.604736328125,156.83021545410156
468.6518249511719,1923.5081787109373,860.2805786132812,126.89835357666016
599.8633422851562,1721.9014892578125,921.1010131835938,45.99501800537109
174967.15625,198.7667694091797,725.6484985351562,143.11474609375
127617.328125,20.88695335388184,4909.38330078125,54.853424072265625
3712.678466796875,41492.45703125,1957.98828125,1368.283447265625
2421.994140625,102546.2421875,383.7671203613281,1000.15576171875
26629.345703125,3022.112548828125,248.19027709960935,657.5166625976562
62620.921875,6502.01953125,88.95066833496094,479.4972534179688
1726.5633544921875,1337.8570556640625,6518.173828125,134.75485229492188
88407.0390625,2837.92138671875,1571.40869140625,134.75485229492188
5330.66015625,189.02647399902344,960.8793334960938,82.67147827148438
9560.7041015625,788.1061401367188,491.1603088378906,76.1323013305664
1990.8331298828125,16062.732421875,262.92059326171875,36.725379943847656
811.2036743164062,154.8404998779297,301.1629943847656,1925.107177734375
344.0647277832031,308.35504150390625,448.0702209472656,1505.3975830078125
563.6149291992188,7645.4814453125,373.6172790527344,1455.56787109375
1162.6722412109375,3177.050048828125,63.33803939819336,1205.998291015625
473.337890625,6327.2470703125,285.78082275390625,1526.8406982421875
16400.2578125,2186.564453125,335.9351806640625,1150.696044921875
264.8183898925781,3905.876953125,313.4479675292969,767.4981079101562
2711.958984375,171.49913024902344,273.20635986328125,921.5291137695312
1400.5721435546875,1112.5943603515625,144.76007080078125,789.2669677734375
454.3724060058594,29078.13671875,5.387755870819092,669.4910888671875
331.71563720703125,23598.587890625,119.20297241210938,2551.017333984375
1535.62060546875,176.14627075195312,1206.6378173828125,2431.389892578125
128.50209045410156,3988.3271484375,416.7955322265625,784.7489624023438
698.3547973632812,13922.2529296875,631.6785278320312,709.266845703125
9221.00390625,32226.95703125,723.28662109375,422.4728393554688
2644.19287109375,1106.9737548828125,462.3990173339844,92.39200592041016
692.3087768554688,116590.7890625,877.7138061523438,38.97476196289063
3213.617431640625,8626.267578125,534.1123657226562,430.866943359375
1992.4490966796875,7470.92529296875,77.0986328125,40.8494873046875
2678.551025390625,4141.748046875,77.0986328125,339.3070068359375
1500.89013671875,961.4796752929688,455.2303161621094,127.42754364013672
3320.281005859375,642.8187255859375,2027.5792236328125,184.8658447265625
1932.615478515625,780.8576049804688,2436.76416015625,185.3329315185547
2946.865234375,2341.000244140625,964.7325439453124,126.78539276123048
15768.1708984375,923.9685668945312,395.5233459472656,152.71900939941406
3848.145751953125,166.49551391601562,15.791596412658691,18.03667640686035
605.4532470703125,18179.080078125,692.8016967773438,30.43423843383789
183.9227600097656,465.1986999511719,527.1775512695312,109.34026336669922
4369.9482421875,3540.196533203125,595.1756591796875,95.16326141357422
2586.789306640625,1061.46337890625,259.6806030273437,93.35319519042967
1780.11962890625,682.0399169921875,538.2112426757812,75.06922149658203
6071.62646484375,503.0910339355469,361.7009582519531,445.7521057128906
401.23333740234375,1331.5308837890625,391.2506408691406,453.4690246582031
142.71856689453125,616.5103149414062,167.28237915039062,370.6259460449219
320.4197998046875,636.2789306640625,163.24752807617188,351.2474365234375
256.42431640625,163.7811737060547,229.77626037597656,312.64483642578125
11966.0234375,521.3236694335938,12804.37890625,190.42823791503903
3290.609619140625,802.2252197265625,3046.4619140625,296.87481689453125
5184.15673828125,296.0743103027344,3046.4619140625,133.9340057373047
2501.43212890625,759.8912353515625,291.7537536621094,178.52359008789062
408.989013671875,354.5176086425781,6257.76220703125,83.58684539794922
1981.6578369140625,3203.037353515625,1826.2216796875,77.99252319335938
519.82666015625,1900.863037109375,2809.880859375,52.6629638671875
6021.55126953125,5260.05419921875,1875.0550537109373,58.38525390625
8250.1904296875,289.2916564941406,961.711181640625,35.556453704833984
103.18527221679688,311.20367431640625,1323.25146484375,9.531228065490724
5700.30029296875,2292.84765625,1628.685791015625,311.6603698730469
1270.3258056640625,1536.0899658203125,854.6569213867188,221.94337463378903
8302.517578125,202.5460357666016,963.0596923828124,193.11050415039065
183.13623046875,269.2743835449219,1038.2552490234375,168.0492401123047
4215.68212890625,88.3339614868164,766.7763061523438,97.86917877197266
1542.095703125,1124.1876220703125,756.8712158203125,75.6577377319336
