H200_Y50_mean,H240_Y10_mean,H200_Y50_cv,H240_Y10_cv,H200_Y50_IsSingleHit,H240_Y10_IsSingleHit,organism
6767.304850260417,6864.816243489583,0.010298070512293468,0.05770272737429332,True,True,Human
1103.1859130859375,974.9060668945312,0.051121083114114854,0.11081806033670077,False,False,Human
1110.380106608073,2029.3610432942708,0.11621549851248354,0.07950549719163498,True,True,Human
391.2354431152344,351.1453552246094,0.08951288138627264,0.09632439032187459,True,True,Human
19504.369140625,12765.8173828125,0.014855411253732883,0.009752032120392728,False,False,Human
488.6094258626302,352.7996826171875,0.0494208741325486,0.007975834410011696,False,False,Human
1094.3391927083333,1240.2626546223958,0.034660951808352256,0.009395766491349065,False,False,Human
1021.6991780598959,1087.9947102864583,0.07410445236725355,0.035486101056600675,False,False,Human
61.11603800455729,70.98239644368489,0.11009337821528699,0.2222239355659294,True,False,Human
1601.4928792317708,1495.2691243489583,0.036925965592681305,0.02294682120834773,False,False,Human
1982.2855631510417,1921.2618408203125,0.011124321844031983,0.06169810600228034,False,False,Human
75.64021682739258,22.025604883829754,0.20005395833919815,0.09347711058055294,False,False,Human
259.8053029378255,281.10825602213544,0.05546367450860184,0.07454103968913145,False,False,Human
2516.8263346354165,2190.578125,0.10172102463901835,0.05422133892699036,False,False,Human
191.87669372558594,233.01411946614584,0.19146574089948373,0.12112870071063972,False,False,Human
385.4808858235677,473.60582478841144,0.03154146623910333,0.09641352290983239,False,False,Human
1289.2309977213542,1264.6068522135417,0.046592887443243164,0.08333130088922341,False,False,Human
838.2454223632812,712.0362345377604,0.06203037417444112,0.19298743650581965,True,True,Human
1170.0040283203125,1075.6933186848958,0.027321686087507173,0.02474807971037999,False,False,Human
256.79327901204425,416.1202697753906,0.08244755659790523,0.0982371877361441,False,False,Human
243.39204915364584,299.07732645670575,0.2930827163863013,0.1861120970495313,False,False,Human
245.0987294514974,242.03951009114584,0.37045250491282383,0.18086525748941187,False,False,Human
112.17218526204427,122.41709899902344,0.22922667239859876,0.13252578169430668,False,False,Human
852.842529296875,806.1859334309896,0.061668458295505206,0.040926895463610974,False,False,Human
350.0743408203125,311.9320068359375,0.07065601593746954,0.12447265534059969,False,False,Human
461.85851033528644,284.5840657552083,0.1060686004315292,0.12345431825638692,False,False,Human
127.80675760904948,94.51094182332356,0.2905507873634545,0.31536954912576115,True,True,Human
144.26084645589194,116.45262400309245,0.15727160475832597,0.13349661616380604,True,True,Human
1151.6217346191406,306.36314900716144,0.6237368826325089,0.11261263934586266,True,True,Human
200.67328389485678,216.4197235107422,0.10208783568871678,0.288608720637166,True,True,Human
5699.064127604167,6340.337565104167,0.06820619394368944,0.1946836301207093,True,True,Human
613.5290730794271,311.2781982421875,0.10567708192025171,0.132783162319869,False,False,Human
3220.7643229166665,3096.5882161458335,0.03989519773157899,0.007410206135093029,False,False,Human
4332.506998697917,4228.507161458333,0.03196837572278977,0.016249451098212603,False,False,Human
1178.173848470052,568.8199869791666,0.11463018842411428,0.05980234586734157,False,False,Human
10210.649739583334,7419.701009114583,0.11077137849372475,0.02624747634864482,False,False,Human
4418.997884114583,3394.3487955729165,0.056474182253116824,0.017152133180043924,True,True,Human
434.58775838216144,844.883056640625,0.1378534038672908,0.06921911846211716,False,True,Human
409.4350179036458,257.11168416341144,0.058592895004635465,0.10191842603847594,False,False,Human
1333.7602945963542,1138.0437622070312,0.08407029351779513,0.1106459714969063,False,False,Human
2440.323486328125,2184.9739583333335,0.017837379163898125,0.01839407542577426,False,False,Human
686.3229573567709,796.3589477539062,0.04362573955645958,0.01286193302364033,False,False,Human
195.6300532023112,175.9455312093099,0.37966619295861675,0.1410063525176276,False,False,Human
19901.31640625,17823.184895833332,0.035057157216339084,0.014479428770945981,False,False,Human
588.4773763020834,434.6569112141927,0.1347799957376044,0.04925134960034317,False,False,Human
3302.92333984375,3397.91455078125,0.019161059555258136,0.04285314939791325,False,False,Human
1243.8883463541667,1320.1411539713542,0.014635102164419187,0.05548287821089312,False,False,Human
738.6915690104166,560.4933675130209,0.1103501273861145,0.06988546604722962,False,False,Human
589.6253865559896,382.2468973795573,0.07120507909033566,0.11850069367351933,False,False,Human
2000.1326904296875,1592.8022867838542,0.07306008154969734,0.018465796070548737,False,False,Human
610.5653483072916,900.3295491536459,0.1127615569630773,0.05320778608647328,False,False,Human
702.948486328125,734.2284342447916,0.03508335383710576,0.06833073174709452,False,False,Human
244.83414204915366,144.20282491048178,0.16951391831981025,0.17450476842323476,True,True,Human
1482.3967692057292,71.76202138264973,0.13383479746984378,0.4296895424464717,False,True,Human
464.2831217447917,402.3510233561198,0.12299256084394024,0.07904775166510618,False,False,Human
2573.12890625,1527.8184814453125,0.05667412483729123,0.10066589300088186,False,False,Human
219.2142333984375,213.9740753173828,0.15489251989372926,0.14218486116338086,True,True,Human
1243.9816080729167,1155.3254801432292,0.03153507480402387,0.051402674702905354,False,False,Human
150.6483942667643,257.9962666829427,0.2511161821311925,0.08729010522417069,True,True,Human
3919.0689290364585,3356.6705729166665,0.01811304454782532,0.016918968560756222,False,False,Human
2549.2312825520835,3397.97900390625,0.07738692723045631,0.0662235932405715,False,False,Human
5215.126627604167,4524.108723958333,0.028534466220184452,0.041115034925871395,False,False,Human
238.4555206298828,221.49375915527344,0.10779516741830553,0.12431194584926082,False,False,Human
98.1709753672282,200.263916015625,0.6017632300317792,0.11494281461102185,False,False,Human
3981.7538248697915,3764.7400716145835,0.13801993374247948,0.005760219708937094,False,False,Human
1899.4917399088542,1996.0386555989583,0.051498900315911394,0.0024471470265238797,False,False,Human
