,TE,hPSC,TE 100 cells,hPSC 100 cells
0,22.78118026581273,38.25141608296087,69.98669767769444,24.734345100173478
1,59.95257504492629,37.378635250162354,23.540079107626795,12.204097051732548
2,51.156672506183135,50.942791161110094,24.16328201948058,12.11808210470631
3,46.32053511917852,58.45856196823814,19.074440004593114,7.998576153303039
4,40.502391930823364,45.2280668896479,39.400443153323465,23.909897867476573
5,61.07764593338694,51.6221874142227,4.508115680529832,19.129745361494834
6,71.560299377753,51.9907496352619,13.412171167230655,4.6020998086150104
7,58.80465622632961,56.604811247469996,5.151135844312808,2.717312299535664
8,59.06716516596937,83.07995233634202,41.85551729389741,14.77749416437499
9,37.12986445751745,52.04328203848798,1.2986858534878756,22.412099961894505
10,42.94025468692265,43.87856544580429,43.48469178019054,40.71595745195847
11,51.67077439481411,71.3638801601307,3.5457787637869096,31.24706716948211
12,46.83773268768552,24.5900654509318,32.032174252862724,8.501413603426458
13,48.48232466361526,124.54456751610958,22.743040317242155,23.11554609413325
14,45.36910200502678,37.4900491406141,13.207435306345786,7.541681580745122
15,75.55685269909502,21.032934991834615,32.80946742622311,25.79220022237173
16,57.404263058865446,46.89506948916004,6.801010391036449,10.769704907915575
17,94.97427716494624,86.35742782110599,16.40084541021439,9.117374593269624
18,109.46865494068099,30.688799875404737,40.70456583421379,9.539217879663621
19,47.47556185265162,24.999108772373745,11.102362133748153,18.11338707380682
20,34.232354335895884,76.1922767248809,17.584595768371077,27.101971353287123
21,16.482620340894787,36.8243939221054,8.906746248180507,7.023290917628176
22,79.34453843555355,71.94550661011745,4.677562633966016,34.18479034360375
23,75.60107397172976,40.78983450209041,6.852034312559903,20.40257203379546
24,141.41708920984155,24.337787954781525,15.098390340215989,9.93875499401736
25,213.46247298766195,71.52197397838539,2.718654334843032,2.9749487152119327
26,39.30871519209996,73.88913811892505,51.02404423936674,23.698034249435025
27,37.061811399661124,47.857546334721,45.14336613267386,4.214912996265265
28,104.04624511075822,44.585496391415475,30.007324270204343,3.760228320453492
29,41.793849240422155,39.69025893900422,19.83222976716047,7.50113407279273
30,39.19820938883205,61.26580024694967,120.02333960495382,64.13679839074143
31,68.09573413615088,26.15620771977844,33.81325859426044,7.205990804923294
32,60.649519571104015,30.0954689231811,5.055353132459024,8.287027377352167
33,58.07444212817977,74.55037038526991,12.127553508383507,35.989566702269755
34,60.04837002613734,70.52340004452253,32.473026616332525,6.866070493712279
35,172.00822420782873,135.69038802201655,12.521255969901793,32.88265110945485
36,59.06901192770936,86.0381568729787,68.42526765122864,51.00024668201974
37,39.441068975725955,109.73146789181334,67.00757982394126,51.68656142690281
38,70.62524954732599,97.87391701722603,9.715257403357569,4.1789993039755755
39,116.65310536522256,23.721567266558555,12.916825148357667,9.486791020718838
40,118.7071078150687,45.79941959594389,14.041898037508169,34.73803153566295
41,159.2018175684391,53.25318070932911,13.897419200864014,57.96163636489629
42,49.18678345013509,63.433257323562664,3.2269410884194953,7.8761836300349986
43,88.05094929041879,36.541375967275194,15.445505264135656,11.930582651887377
44,65.97328772502082,140.80105336176874,9.606018984002866,52.74657676364999
45,32.30068490543939,37.03193173331181,10.557029260646637,7.161811285407473
46,30.33781894857161,253.97699373133344,11.343130036037959,29.072442757548256
47,59.83608584448364,89.39101728324691,9.740068790129389,10.180283306489729
48,82.5807572808219,55.70271189939081,9.122191537289277,28.08721572939275
49,48.576779854564194,64.24643530761463,46.21769484787951,6.109113090702911
50,134.37986808221208,23.68193283566861,12.167205541753228,1.6795846045333636
51,262.9998688563659,13.640351289369551,12.016552173555347,43.60856756987984
52,112.50326676105513,49.88615517889887,15.829056668226963,66.76559867578888
53,402.88021379911294,40.36497732397435,79.07734626123921,4.3598164135007655
54,142.2318553642542,158.96580291512285,53.44504586729133,12.92116747206366
55,21.683297044998504,121.09303674572163,9.925852542472088,13.521510940822754
56,21.051535579551665,47.71776144649473,19.38226771709284,35.064920399072165
57,20.269375514709942,28.481526775640504,25.822764559206767,10.055756357842352
58,20.734781806525877,122.09281687093707,15.949071378621385,59.48094465421101
59,45.07177233622549,31.046704661940044,14.687136208924958,15.11836759761605
60,55.745551310894704,45.15696279125775,79.49440231410469,18.000125225003984
61,95.00659902126272,55.9563282827236,5.169414626304631,10.135931183927843
62,27.090906716376338,51.49092280192874,13.924007719943873,10.331636484495297
63,16.35591824236942,96.40019196952375,33.649672079967054,7.055535173627921
64,91.52773540841784,46.920935405488336,78.73998630897735,5.121312851470358
65,23.24116159387578,30.877541831491694,7.056978988480068,5.015329594138563
66,141.8430076827394,49.65694267401867,44.09269244196852,20.484544476926317
67,47.02563995391755,46.34963594878697,9.295127824496118,29.777657513045085
68,59.33147664664789,60.89472277903466,53.2597179395816,158.11413048107138
69,59.18579961037433,43.851860571795974,23.273344883174826,52.55264871144766
70,65.41443050510642,54.65504092131348,15.80486070958093,24.367816960733762
71,66.85765897515778,22.596634858152484,20.68040386560202,16.278658361818344
72,40.991733843925225,24.731275564672952,25.51451375331084,11.964264645590877
73,35.832200329330945,51.8654231471593,6.7642301924551935,108.30362330479637
74,31.084560342043005,21.37304008640126,81.08763902966368,61.907532547386126
75,36.84516569393602,64.72011850529039,3.2275583878429353,24.90289332079684
76,57.5254456837331,18.91006544619603,30.882724131073264,6.226267080427996
77,55.881601462456786,30.963146607438624,12.522235869950471,73.67039961845843
78,28.623575331690844,56.52319028215138,48.45224071096847,13.118506867848906
79,60.99283586558158,131.92099875717648,65.71482850773239,14.374117143335448
80,11.236913594907275,47.514567373360876,10.792588301884358,69.31533965027785
81,23.088820774877824,36.98314330832949,52.16424007635093,10.281924850479976
82,19.299008722937117,35.32015722659204,6.068614952512091,22.28211867684088
83,40.432403484130106,93.0653313409206,11.487241940565829,121.09133062190361
84,23.390538746506454,40.60104499208291,33.60029396809638,12.89514995046849
85,20.602553753285633,58.083268652265055,23.7872827494013,21.8721014765908
86,36.69043548937565,29.894863396658604,3.9259037870185525,84.74965523113829
87,73.27136999205625,38.660817275419355,13.418964892887205,30.459389273679577
88,26.45132670736878,37.834764792218586,17.034009257106543,114.76128302063479
89,51.624008588687,36.2168971263372,21.417233234286286,9.272845935641447
90,47.990930321462315,71.88079574296346,5.523320678591477,7.260540321547661
91,27.405435400920116,35.82840516684925,2.795140270773321,8.609912515767656
92,30.070335523456997,21.26676345670349,11.780243400763545,8.02524622228233
93,31.75251276460384,39.22249564170888,22.014956638293302,33.90598132160492
94,114.14334838825668,18.15610476714344,17.64685547137617,2.9386731177227716
95,51.681041749125754,92.5846764879338,63.350745885607004,11.670687025225602
