,all cells,20 cells CV,40 cells CV
0,350.26471784327316,23.279120498503328,43.57082143746936
1,149.4054244333947,12.829346406481962,20.172974012047266
2,96.14721571307857,17.869182624783754,8.757877055105151
3,90.82899661688751,3.607992532100969,2.1023199437178985
4,56.236675441105824,44.692740081973106,77.23808583696318
5,324.6469608047735,3.6105196963631965,9.18839395595695
6,75.42923940778945,2.2694956551534315,22.960653275538007
7,153.91092421532704,17.45950789301263,3.5160018904420687
8,233.83357283171807,14.63923289419354,9.627846311681163
9,110.33136419183384,7.67337026463156,27.271159523963256
10,108.15687654296653,10.273781341664327,13.189604714825432
11,67.82304637382364,7.20672477831184,11.410178611344039
12,48.403323879651914,24.181857706828993,9.128021985738965
13,67.35170754647861,16.21817573931638,15.034647573191245
14,149.73444425192034,59.60726711965374,48.46843367246717
15,60.59286954667106,12.415116085940928,17.821170227581014
16,96.5972552971626,0.8287218154667177,0.6663595927244702
17,73.5740697471993,30.35557617916763,18.423773513895178
18,57.67666807792353,24.085813263891527,27.5390550932022
19,46.73665657848912,2.4379177948985515,14.746702248336732
20,107.57822802214545,14.359039829245642,3.3721742113693267
21,65.0868883213065,40.10461597247784,4.443654924806761
22,62.42840467463052,45.91451127761794,22.0835498874137
23,20.0567709671142,27.333904636965972,79.2093845106255
24,123.43211541585165,9.214057855647342,8.092719162321627
25,59.741216269485165,16.885619128665823,48.08027179822803
26,425.72374820430554,10.705918692399731,1.7733671451980282
27,54.366234138318056,21.326094885499483,16.212171112215852
28,52.466431995907314,25.51986788535567,8.603061007196775
29,104.61794151512125,31.08435871969241,13.390131273694214
30,171.31589695804988,12.680419500100234,27.41139288186485
31,31.000585415827693,1.8583084514894643,31.110300573877385
32,60.595603549736374,152.22713372760782,24.83240718873959
33,92.86589426883513,63.90391549589641,14.789081600761175
34,94.87840685613341,67.31837354538014,96.94854175127156
35,0.0,64.72843669931915,2.628605062325022
36,61.17847138580671,3.2904461380703465,5.365995770400114
37,45.12760245281515,44.149879558424516,11.353583364162416
38,174.88761687821784,33.93733118917547,16.09630845122276
39,60.27900174305578,3.0881911025280524,12.409291899750837
40,66.94115410540951,19.652150300682695,1.6752248222697441
41,0.0,95.10499378226247,8.080038198028609
42,50.24991211502965,23.81817288511491,11.476667603960685
43,127.1490996392593,8.636890814435494,60.63688869503785
44,194.39361162813557,25.963515813360576,101.52494162238756
45,55.04551836464688,9.343518577867185,57.16711960760017
46,53.288562217643886,11.792486120017282,19.24653865521379
47,50.918588601853585,18.02721132619679,82.57241652903133
48,236.70182833683825,28.727645096416204,16.366766156455707
49,22.282591313230053,142.28959843292253,15.421227615041644
50,47.92298051317251,28.909473398744666,57.52604565183006
51,47.415122020924066,40.435076921082505,25.586119652467982
52,193.76483683470283,112.16612388754122,67.84419592698772
53,48.272103742373176,84.52303306873866,13.555518940870723
54,63.20361836385491,66.05322145127548,3.8333571244053255
55,59.755130297483724,166.7251245103096,16.015277538879054
56,106.51506478332877,153.0654288608975,34.198882743426815
57,66.59833043729611,161.58082303414818,86.16447099468357
58,115.38758556206317,156.81893212879524,22.807333700923614
59,142.04265390333615,44.13438666151885,10.808811394203916
60,140.83707010888048,151.98965145544284,1.3322133628118473
61,110.0555030854526,29.102429029071065,3.67798685145106
62,144.71108945936803,25.807432221324543,1.3849999554222558
63,119.5080918919739,9.33211301139314,3.381011895877127
64,41.532686846771476,4.522009319198758,137.2035727894279
65,179.1255931557929,162.6166551785072,33.34310325372271
66,112.03116630399836,22.655017773639564,16.003944438854862
67,168.58957604551216,10.061985367645967,32.557220881842944
68,107.73232360400526,114.97452769428172,60.36100179174815
69,123.9408129761393,45.630755803273196,87.79267346653663
70,92.97721573901497,86.36424462210282,148.141776936158
71,239.45000789947827,152.72320994946037,50.59783221709897
72,173.4201291600749,116.01988580203538,112.11319869801582
73,147.78564346332413,14.268716859568432,57.91421493849731
74,160.63551204493461,12.980222500669145,29.437748670682296
75,162.72132830912153,110.86711251268736,164.36288240192127
76,179.38170892238026,12.78867971829607,23.415941546504175
77,674.7046960351732,25.83364517293012,5.931036909920409
78,172.50336763849972,18.88408145057117,2.3164395700077653
79,150.1707454295708,3.58396796472443,9.97739962441963
80,146.84081971173043,163.01603732183128,102.76439861828153
81,196.2428503032769,165.28212839542337,33.694754500417766
82,352.2275917719952,34.54590598092362,7.6541493023135745
83,156.3339003188149,11.511987763687198,168.0491979588008
84,121.6882597132558,109.4966387228795,23.858494124381412
85,129.61276508513077,80.08256661671179,154.5561675771667
86,32.0772113167293,10.511088953020511,167.23028918203258
87,33.0922882718094,15.32569585474498,13.166184256101033
88,174.67048357083706,21.60961289281793,9.883577813283328
89,74.66388381576253,22.790437409028936,46.75542071815216
90,44.319418992063596,111.5509626339954,6.127454524725446
91,234.84253104869754,14.212170284483863,33.32062993871669
92,182.81594508841513,6.469684612717656,15.79100431268245
93,118.45752638648574,40.91651541512457,5.7427904503972576
94,59.503425305636945,7.6725860839229245,103.86649108195965
95,189.35564922340353,16.152801241672023,116.79632505266126
96,237.8895304818355,3.0682963238258747,21.013402908519563
97,308.7323277357083,23.109460582281862,21.402364237165987
98,272.29894141680927,9.185405326142842,17.35969680784606
99,59.964930218004596,4.972041329244301,10.439514263539845
100,40.42629054519016,3.4921363385728244,16.470584502412052
101,171.1190020781341,29.917860681401347,32.10505578468546
102,30.864023705199635,23.223677121277337,25.226342660918082
103,79.07046011166634,111.11451811141922,3.448334712616584
104,36.29598836314771,16.86638739875195,8.434108796504441
105,39.234541629520564,1.132061634096448,35.56946719999744
106,123.95956846457865,172.11698169666244,3.90042099833402
107,226.50039050646288,56.20243724860454,14.436312445464662
108,227.7099735937067,9.032921291654935,5.583629194455345
109,39.625055015554125,14.085957513453506,10.365098171186931
110,70.09270477017988,72.35856938566604,27.18692131000707
111,103.14044953003794,23.499283140059276,10.994459608855736
112,132.72381332651767,8.419696355332619,11.70358093487222
113,50.61252998645843,7.008710073308236,22.25762109274433
114,127.56146663766242,14.707537665031037,7.12163044882831
115,125.13609576629582,41.005505592687065,19.984563308376984
116,30.573917496772268,8.918881017350898,15.247606362420656
117,51.051633866827004,34.375974198036346,6.780192163305595
118,54.16784703310861,64.27791358771037,44.47031984270793
119,48.143685273550915,4.7892530064491785,25.152670245579834
120,86.55447129196114,33.17078346455979,16.763826114736347
121,41.89906918708831,14.18370024358803,17.286439179959217
122,141.73734290170532,22.703478133840218,28.797075729543003
123,89.01390281002975,6.829457163897332,39.88773396046958
124,96.86016819101533,8.864481028365011,7.081077769173066
125,31.188876167147157,50.00764955337067,12.178108183925437
126,49.89266571058219,22.533789289635912,4.427113468995918
127,23.09585764994613,107.03574758907229,18.411613789083695
128,33.02053450470521,42.22344875245331,18.494332685998167
129,77.39202554717748,38.6508511530059,16.619414659435407
130,55.8792560157776,2.979220189642448,20.862679787968716
131,48.385974353606564,3.791789716857762,29.700760592254973
132,45.695652893617954,12.310353719301098,3.3004205943340366
133,97.18184857917274,17.60579841720587,16.0381495947617
134,99.75938356915267,14.22768609467871,1.892679953424698
135,68.5522045232061,24.08526667631231,16.38480307271994
136,38.37276473506637,21.396106569777373,9.226237787556975
137,87.71838640773298,18.144024890563134,4.46178986837059
138,83.36424332193889,30.79964099305419,0.2469505114392234
139,64.80877501958823,19.76581298566992,10.258872687046933
140,14.640204254044875,31.563486565380288,32.218963103559126
141,25.452986459923938,29.625503839825523,8.856087774849358
142,33.91543341939248,10.433018204817648,20.343234166145315
143,62.84570514302056,52.89443458666964,4.572089318419007
144,59.82158278179395,27.375231320328762,3.5777369067387994
145,38.03920932804039,19.3797937688932,10.70406635049468
146,30.34857012662993,38.52910932977586,9.353967739183924
147,191.8110838445723,12.948869189658971,1.2430962350375347
148,65.12482289589424,7.562593172293276,14.721871220294712
149,51.8432886195341,5.514238824974412,11.104333550298817
150,27.898999942748315,15.764090057460105,33.26067354642429
151,28.595102226551443,0.8109289964827638,3.384627875642407
152,99.45596748282095,5.827957573680519,56.045761619632216
153,197.4199968604896,7.35019802551027,19.860126206568978
154,46.232316629956614,9.42927785312165,14.17412209601237
155,38.752430252161716,10.613343185653196,30.34622999216675
156,81.91295623934131,3.2215115792582876,21.611240057179305
157,67.04553898937843,28.039946501487844,35.81187754602894
158,53.13581789791086,12.65609851857582,19.63962562043519
159,60.32772283038107,78.20496022380965,6.683129751522697
160,63.818615260322254,5.1671006692686445,7.7585789601233035
161,37.91250901821638,24.294717922790273,16.646712696970148
162,31.98857525812776,23.883249871291294,12.146115179567591
163,112.74893235548615,19.20811100459559,23.764042668979602
164,219.0570866177102,10.255917713983871,28.66865542197553
165,56.16781737352221,63.889569504705335,6.696549374224505
166,139.71216865087882,35.826415424144535,106.05639958524644
167,84.10959218677382,15.778894331171509,11.16915092444185
168,45.41831565933694,35.91305430205566,31.597163121200172
169,75.95770419711152,23.678657667415784,5.226771884487586
170,45.06447747099082,13.998971536125982,6.201143327945418
171,53.26038871762779,16.775826550793262,7.8316529144082185
172,66.18085134125053,39.235716714606426,11.534209837140905
173,144.77252608535233,5.540257394282336,17.79447259727235
174,32.209227679108004,37.524593256979486,21.949720184742116
175,51.957948915397964,37.00032801477775,21.532043694761594
176,89.71496545299054,65.14108483352109,33.46879713202581
177,18.898707691849143,9.706639042284307,51.60499067507681
178,381.51014471777984,21.59958830861852,8.334495270860497
179,41.39111874022659,3.148502084335172,16.57331945716199
