Astral_CVx_H150_Y100_H200_Y50	Astral_CVy_H150_Y100_H200_Y50	Astral_CVx_H150_Y100_H240_Y10	Astral_CVy_H150_Y100_H240_Y10	Astral_CVx_H200_Y50_H240_Y10	Astral_CVy_H200_Y50_H240_Y10	Exploris_CVx_H150_Y100_H200_Y50	Exploris_CVy_H150_Y100_H200_Y50	Exploris_CVx_H150_Y100_H240_Y10	Exploris_CVy_H150_Y100_H240_Y10	Exploris_CVx_H200_Y50_H240_Y10	Exploris_CVy_H200_Y50_H240_Y10	Astral_on_intersection_CVx_H150_Y100_H200_Y50	Astral_on_intersection_CVy_H150_Y100_H200_Y50	Astral_on_intersection_CVx_H150_Y100_H240_Y10	Astral_on_intersection_CVy_H150_Y100_H240_Y10	Astral_on_intersection_CVx_H200_Y50_H240_Y10	Astral_on_intersection_CVy_H200_Y50_H240_Y10
6.378818041745617	30.205587164053284	6.374233133751729	35.46175379379006	6.167720462246776	37.54533140586101	6.378818041745617	30.205587164053284	6.374233133751729	35.46175379379006	6.167720462246776	37.54533140586101	6.378818041745617	30.205587164053284	6.374233133751729	35.46175379379006	6.167720462246776	37.54533140586101
6.381182885802329	30.06303670895301	6.376979074726631	35.35375309837793	6.171840482291264	37.45463472203356	6.381182885802329	30.06303670895301	6.376979074726631	35.35375309837793	6.171840482291264	37.45463472203356	6.381182885802329	30.06303670895301	6.376979074726631	35.35375309837793	6.171840482291264	37.45463472203356
6.390281371915356	30.037251162987253	6.384395858079951	35.545153377951436	6.172399879879742	37.67477563900992	6.390281371915356	30.037251162987253	6.384395858079951	35.545153377951436	6.172399879879742	37.67477563900992	6.390281371915356	30.037251162987253	6.384395858079951	35.545153377951436	6.172399879879742	37.67477563900992
6.395800542419715	29.61832249544829	6.393066155572671	35.67361227745386	6.172485320682253	37.46076667768837	6.395800542419715	29.61832249544829	6.393066155572671	35.67361227745386	6.172485320682253	37.46076667768837	6.395800542419715	29.61832249544829	6.393066155572671	35.67361227745386	6.172485320682253	37.46076667768837
6.40240273865212	29.741122421683176	6.394351171263388	35.40953872580098	6.17282757999632	36.94631992887439	6.40240273865212	29.741122421683176	6.394351171263388	35.40953872580098	6.17282757999632	36.94631992887439	6.40240273865212	29.741122421683176	6.394351171263388	35.40953872580098	6.17282757999632	36.94631992887439
6.405872862479211	30.128568918500108	6.39535533392575	35.13941953561281	6.176252475175401	36.94425000702511	6.405872862479211	30.128568918500108	6.39535533392575	35.13941953561281	6.176252475175401	36.94425000702511	6.405872862479211	30.128568918500108	6.39535533392575	35.13941953561281	6.176252475175401	36.94425000702511
6.410799400043995	29.6815621186783	6.395704940511458	35.01932540791413	6.177058071318081	36.51037120280261	6.410799400043995	29.6815621186783	6.395704940511458	35.01932540791413	6.177058071318081	36.51037120280261	6.410799400043995	29.6815621186783	6.395704940511458	35.01932540791413	6.177058071318081	36.51037120280261
6.412750231154342	29.654444853212585	6.409634685777916	34.872607220725804	6.178477674256181	36.73890273024858	6.412750231154342	29.654444853212585	6.409634685777916	34.872607220725804	6.178477674256181	36.73890273024858	6.412750231154342	29.654444853212585	6.409634685777916	34.872607220725804	6.178477674256181	36.73890273024858
6.416338616823247	29.867241725154102	6.409845130840798	34.83860525350627	6.182991165838359	36.554347430369745	6.416338616823247	29.867241725154102	6.409845130840798	34.83860525350627	6.182991165838359	36.554347430369745	6.416338616823247	29.867241725154102	6.409845130840798	34.83860525350627	6.182991165838359	36.554347430369745
6.423074586287097	30.131322086403824	6.410610415608936	34.80270810419754	6.183026577401544	36.25924130723177	6.423074586287097	30.131322086403824	6.410610415608936	34.80270810419754	6.183026577401544	36.25924130723177	6.423074586287097	30.131322086403824	6.410610415608936	34.80270810419754	6.183026577401544	36.25924130723177
6.426383095243356	29.919038373761108	6.413619407536046	34.384588702449506	6.199131389581999	36.039388006830386	6.426383095243356	29.919038373761108	6.413619407536046	34.384588702449506	6.199131389581999	36.039388006830386	6.426383095243356	29.919038373761108	6.413619407536046	34.384588702449506	6.199131389581999	36.039388006830386
6.445547194740215	29.78052835120189	6.41879307200204	34.113773893164556	6.200316228969656	35.577869821064844	6.445547194740215	29.78052835120189	6.41879307200204	34.113773893164556	6.200316228969656	35.577869821064844	6.445547194740215	29.78052835120189	6.41879307200204	34.113773893164556	6.200316228969656	35.577869821064844
6.449150279086674	29.466020853002416	6.418803380178705	34.2586042053183	6.201541817605298	35.161144220911716	6.449150279086674	29.466020853002416	6.418803380178705	34.2586042053183	6.201541817605298	35.161144220911716	6.449150279086674	29.466020853002416	6.418803380178705	34.2586042053183	6.201541817605298	35.161144220911716
6.459214111939414	29.304902087883438	6.423162670632819	35.04429258342553	6.202566246031444	35.13455076300063	6.459214111939414	29.304902087883438	6.423162670632819	35.04429258342553	6.202566246031444	35.13455076300063	6.459214111939414	29.304902087883438	6.423162670632819	35.04429258342553	6.202566246031444	35.13455076300063
6.460793536818187	29.58189648388595	6.426093732483602	34.94641991274366	6.210118063322823	34.8834138411354	6.460793536818187	29.58189648388595	6.426093732483602	34.94641991274366	6.210118063322823	34.8834138411354	6.460793536818187	29.58189648388595	6.426093732483602	34.94641991274366	6.210118063322823	34.8834138411354
6.468283444216273	29.41176666572095	6.428795983962829	34.97875209214125	6.227892432508172	34.416876157952615	6.468283444216273	29.41176666572095	6.428795983962829	34.97875209214125	6.227892432508172	34.416876157952615	6.468283444216273	29.41176666572095	6.428795983962829	34.97875209214125	6.227892432508172	34.416876157952615
