names	principal component 1	principal component 2	umap1	umap2	P60709;P63261	P68032	P62805	P10412	Q9H1E3	P06493	P46013
SC_15-20	-18.062477295030746	-16.83687527533582	14.224397	9.556464	3.9158455804799477	1.1409650178159452	4.158009625405332	2.8532404620597576	-0.981687930683188	0.8533407524479408	-0.26432668985702934
SC_15-20	-5.275255713875541	44.411345471681635	13.076864	12.224501	3.9532844783746013	-4.715573240190363	4.276899626981071	3.8169319437750544	-4.715573240190363	1.2988973568252944	0.6551245658442988
SC_25-30	-42.58305973711366	-9.186167617197803	15.012396	10.644858	4.0062963412075625	1.0601942870554073	4.301480818565672	3.4162497507472835	-4.715573240190363	1.0566661309015992	0.8188453438787524
SC_25-30	-42.140835656041354	-8.698858022467086	15.342503	10.163875	3.998993636108393	2.0301773796838933	4.141032204707987	3.0269097609943594	-0.926678981221428	1.477415721351699	0.6863320848568348
SC_20-25	-48.98803440936609	-11.475793275921609	14.785694	11.348253	4.210091084166508	1.14365806720413	4.500982122406481	3.615200697173835	-2.4892990662891763	1.066123318183092	0.6462500141230108
SC_20-25	-32.61187226017909	0.037606967351803876	13.870127	10.615697	3.817345147177943	1.6240092895730696	4.1548268581670555	3.49237788508269	-4.715573240190363	0.4310069613861183	-0.49698345858086784
SC_15-20	-36.80248381206037	16.08379431171404	14.103564	12.215901	4.111382455561773	1.8830966435395218	4.354606484598065	3.5432001887109474	-4.715573240190363	1.0907796576265694	0.5620043807922481
SC_15-20	-17.13679651127669	31.495865692274315	13.475277	12.41995	3.960656223163669	-4.715573240190363	4.323204024879651	3.9622011469413154	-4.715573240190363	0.9362421244787674	-0.05368834351870811
SC_25-30	-62.651623088487845	-23.50633164481613	14.612689	10.429363	4.314462489677041	0.7710477205507098	4.2728748799553555	3.343629460310176	-1.4244789713572326	0.5568187290311432	-0.45304161837783036
SC_25-30	3.289612624552183	-34.04396616167666	13.985041	9.183128	3.9723737113083395	1.1482132943259107	3.9502186632428127	2.646538245082416	-1.288672611403439	0.8168710526773127	0.38976259485192094
SC_20-25	-62.68329223664976	-14.795550416377639	14.308011	10.81261	4.122641045949541	1.586117465612856	4.323967532939702	3.3414763271931003	-4.715573240190363	1.1773564981669025	0.6024577602070307
SC_20-25	22.661838687055553	20.15510771573926	12.583878	11.729903	3.48243820295957	1.5960691334503918	3.875545366586781	3.2924691523319507	-4.715573240190363	1.3387581034399054	0.23558027451380573
SC_15-20	-7.138244583644136	33.66066857212502	14.288679	12.466714	3.9718865355627795	1.8910648313082665	4.426002837657843	3.2422298481799263	-1.1575697514513812	0.7816578835905797	-0.06956352882565577
SC_15-20	4.0881835941293305	53.75513999358395	12.8658905	12.464231	4.053298091957547	1.2253839549093095	4.571054363258854	3.92828540279218	-4.715573240190363	0.9396778479498156	-0.11403785578682261
SC_25-30	-66.38476808774425	-20.9101410719165	14.854972	10.62869	4.281848453275044	1.9134328983620907	4.269104493584081	3.409385180689302	-0.9904250739530142	0.8832570483819188	0.8166177155990522
SC_25-30	-54.07184423946187	-23.667397097410664	15.057899	9.909981	3.8369186819410728	1.4848741550857778	4.105350408845667	3.3352898766834627	-0.5105045875645429	0.9101612583893152	-0.642228428150828
SC_20-25	-31.127710711664555	21.163724681913383	14.160961	11.924051	3.985988695883263	1.5219540018503273	4.2795344629522845	3.452328022551786	-1.924221966796356	0.5388867670916936	-0.8865466633958499
SC_20-25	-7.7290269403143395	17.910220106389936	12.957694	11.650966	3.8646448060765892	1.2052945049053059	4.354422877118988	3.827478290181564	-4.715573240190363	1.0166306124893412	0.24155742929680485
SC_15-20	31.703674784400352	-17.879377526999924	13.082663	8.810876	3.7549919953510495	1.0827351724862226	4.094213813103576	2.503134761234363	-4.715573240190363	1.1748016983959049	0.4941293407206748
SC_15-20	50.75164872038188	-10.197324654561722	12.128336	9.060158	3.741512703918396	1.5832410491002809	3.779532362680367	2.9575599111647644	-1.0756174377292766	0.2429080443836567	-0.8298914395834741
SC_25-30	-53.07803911926797	7.146168683693975	14.064021	11.578929	4.191343614840809	1.9859654857295974	4.066713191327489	3.113978588986297	-4.715573240190363	1.1372238635518273	-0.3139216364001047
SC_25-30	8.248455763762811	-29.801803439996327	13.74808	9.079632	3.7912408011850576	0.8973925660084937	3.869841818460557	2.721472310826379	-0.9301040249239519	1.0302133966018008	0.1117563989708406
SC_20-25	-38.070536210336634	17.491921112036668	14.538307	11.6483	4.248742040408677	1.9344984955305513	4.392835371147538	3.5154078176637564	-1.4602605632865482	0.6897773277140276	-0.07386863379781039
SC_20-25	-7.780268627535918	35.2366886819763	13.323267	12.723995	4.121338848696467	1.3464679190843252	4.646718499675766	4.014221290392419	-4.715573240190363	0.5182701252448808	0.42964069288290613
SC_15-20	38.769094556353515	21.81840373577894	12.330797	9.848462	3.789822437602062	2.1310582819941684	4.0183018723079815	3.050368262396148	-1.1984979188079203	0.8518815841978558	-0.39047982131949566
SC_15-20	95.28566231145712	2.6111222490617005	10.759446	9.319191	3.1715928819669936	1.3406736833331154	2.990050543920312	2.6771462474154064	-0.45579945528145815	0.4825707939199077	-0.2540639691960763
SC_25-30	-57.04278720259639	2.2841016698454237	14.548441	11.0880375	4.248650028679873	2.4687388083617523	4.706901997368784	3.769966261377284	-4.715573240190363	1.0942448978850177	1.1079627633666966
SC_25-30	-49.11494060245343	-7.239239890855984	14.657894	10.966303	4.084549980838573	2.1981263082802287	4.499749092262982	3.7155237610563687	-4.715573240190363	1.1290281044138244	0.7822876849615938
SC_15-20	24.845317186001683	-10.52057985879481	13.443431	9.029947	3.8145194834432377	0.9568716579980362	4.162008320493382	2.707154387030007	-4.715573240190363	1.1408437141364238	0.36635844282958957
