experiment	PG_mean	PG_std	PG_fake_mean	PG_fake_std
JB_HeLa10ng_240k_5Th_10ms_50SPD_noMBR_fakeDB	7936.333333333333	51.189191567491406	146.66666666666666	7.023769168568492
JB_HeLa250pg_240k_20Th_40ms_50SPD_noMBR_fakeDB	5323.0	166.4602054546371	96.66666666666667	14.047538337136986
JB_HeLa_10ng_Celegans_noMBR	8081.333333333333	17.009801096230767	219.77295328115	17.9109736685755
JB_HeLa250pg_Celegans_noMBR	5279.333333333333	332.590338604917	119.82301974105252	29.04336576341454
