Astral_x_H150_Y100_H200_Y50	Astral_FC_H150_Y100_H200_Y50	organism	Astral_x_H150_Y100_H240_Y10	Astral_FC_H150_Y100_H240_Y10	organism	Astral_x_H200_Y50_H240_Y10	Astral_FC_H200_Y50_H240_Y10	organism	Exploris_x_H150_Y100_H200_Y50	Exploris_FC_H150_Y100_H200_Y50	organism	Exploris_x_H150_Y100_H240_Y10	Exploris_FC_H150_Y100_H240_Y10	organism	Exploris_x_H200_Y50_H240_Y10	Exploris_FC_H200_Y50_H240_Y10	organism	Astral_on_intersection_x_H150_Y100_H200_Y50	Astral_on_intersection_FC_H150_Y100_H200_Y50	organism	Astral_on_intersection_x_H150_Y100_H240_Y10	Astral_on_intersection_FC_H150_Y100_H240_Y10	organism	Astral_on_intersection_x_H200_Y50_H240_Y10	Astral_on_intersection_FC_H200_Y50_H240_Y10	organism
12.658118120963936	-0.13568415479309348	Human	12.668959731821257	-0.15632387797218755	Human	12.734722435702412	-0.020639723179094117	Human	12.658118120963936	-0.13568415479309348	Human	12.668959731821257	-0.15632387797218755	Human	12.734722435702412	-0.020639723179094117	Human	12.658118120963936	-0.13568415479309348	Human	12.668959731821257	-0.15632387797218755	Human	12.734722435702412	-0.020639723179094117	Human
9.709070539346364	-0.9506220218154056	Human	9.594049058884695	-0.7722812076051804	Human	10.021043796519656	0.17834081421022488	Human	9.709070539346364	-0.9506220218154056	Human	9.594049058884695	-0.7722812076051804	Human	10.021043796519656	0.17834081421022488	Human	9.709070539346364	-0.9506220218154056	Human	9.594049058884695	-0.7722812076051804	Human	10.021043796519656	0.17834081421022488	Human
10.396491931653342	0.513801460612525	Human	10.819688163227388	-0.35617047079031244	Human	10.616429908382285	-0.8699719314028377	Human	10.396491931653342	0.513801460612525	Human	10.819688163227388	-0.35617047079031244	Human	10.616429908382285	-0.8699719314028377	Human	10.396491931653342	0.513801460612525	Human	10.819688163227388	-0.35617047079031244	Human	10.616429908382285	-0.8699719314028377	Human
13.940822195699726	-0.7071831847038127	Human	13.592955321880458	-0.09567176391535694	Human	8.536015585452846	0.15596872194977043	Human	13.940822195699726	-0.7071831847038127	Human	13.592955321880458	-0.09567176391535694	Human	8.536015585452846	0.15596872194977043	Human	13.940822195699726	-0.7071831847038127	Human	13.592955321880458	-0.09567176391535694	Human	8.536015585452846	0.15596872194977043	Human
8.573545377394126	-0.8380019772788778	Human	8.290333358842748	-0.368169545115593	Human	13.977914296254397	0.6115114207884558	Human	8.573545377394126	-0.8380019772788778	Human	8.290333358842748	-0.368169545115593	Human	13.977914296254397	0.6115114207884558	Human	8.573545377394126	-0.8380019772788778	Human	8.290333358842748	-0.368169545115593	Human	13.977914296254397	0.6115114207884558	Human
9.877906283605018	-0.4747591714404958	Human	9.985653266144118	-0.6553448750498347	Human	8.716663625527655	0.4698324321632851	Human	9.877906283605018	-0.4747591714404958	Human	9.985653266144118	-0.6553448750498347	Human	8.716663625527655	0.4698324321632851	Human	9.877906283605018	-0.4747591714404958	Human	9.985653266144118	-0.6553448750498347	Human	8.716663625527655	0.4698324321632851	Human
9.957348630920372	-0.07991891813496362	Human	10.004666660417572	-0.17061997872355283	Human	10.188960812387146	-0.18058570360933887	Human	9.957348630920372	-0.07991891813496362	Human	10.004666660417572	-0.17061997872355283	Human	10.188960812387146	-0.18058570360933887	Human	9.957348630920372	-0.07991891813496362	Human	10.004666660417572	-0.17061997872355283	Human	10.188960812387146	-0.18058570360933887	Human
10.468780176429481	-0.37746241692472776	Human	10.413671805283668	-0.27845020315299673	Human	10.042817967100445	-0.09070106058858929	Human	10.468780176429481	-0.37746241692472776	Human	10.413671805283668	-0.27845020315299673	Human	10.042817967100445	-0.09070106058858929	Human	10.468780176429481	-0.37746241692472776	Human	10.413671805283668	-0.27845020315299673	Human	10.042817967100445	-0.09070106058858929	Human
10.786965789818217	-0.3535762570558365	Human	10.761834188277023	-0.3084655998197607	Human	6.045469558500714	-0.2159102619918098	Human	10.786965789818217	-0.3535762570558365	Human	10.761834188277023	-0.3084655998197607	Human	6.045469558500714	-0.2159102619918098	Human	10.786965789818217	-0.3535762570558365	Human	10.761834188277023	-0.3084655998197607	Human	6.045469558500714	-0.2159102619918098	Human
7.8352288996900485	-0.3997145655235811	Human	7.900996029525521	-0.5134095129414854	Human	10.596544796041623	0.09901221377173086	Human	7.8352288996900485	-0.3997145655235811	Human	7.900996029525521	-0.5134095129414854	Human	10.596544796041623	0.09901221377173086	Human	7.8352288996900485	-0.3997145655235811	Human	7.900996029525521	-0.5134095129414854	Human	10.596544796041623	0.09901221377173086	Human
11.219375925094413	-0.1604890655839146	Human	11.117135697923237	0.03980493789906765	Human	10.930570074269307	0.04511065723607587	Human	11.219375925094413	-0.1604890655839146	Human	11.117135697923237	0.03980493789906765	Human	10.930570074269307	0.04511065723607587	Human	11.219375925094413	-0.1604890655839146	Human	11.117135697923237	0.03980493789906765	Human	10.930570074269307	0.04511065723607587	Human
7.30615888759663	-0.6223587511466666	Human	7.48243992636648	-0.902596643195924	Human	5.6097818722850255	1.7799718587960405	Human	7.30615888759663	-0.6223587511466666	Human	7.48243992636648	-0.902596643195924	Human	5.6097818722850255	1.7799718587960405	Human	7.30615888759663	-0.6223587511466666	Human	7.48243992636648	-0.902596643195924	Human	5.6097818722850255	1.7799718587960405	Human
8.61977336435405	0.05793412393331678	Human	8.772943694339803	-0.23909337509508397	Human	8.079254251435339	-0.11369494741790431	Human	8.61977336435405	0.05793412393331678	Human	8.772943694339803	-0.23909337509508397	Human	8.079254251435339	-0.11369494741790431	Human	8.61977336435405	0.05793412393331678	Human	8.772943694339803	-0.23909337509508397	Human	8.079254251435339	-0.11369494741790431	Human
10.327818064156599	-0.008967940342968595	Human	10.313930975005528	0.018853899307774813	Human	11.200716099202298	0.20029400348298218	Human	10.327818064156599	-0.008967940342968595	Human	10.313930975005528	0.018853899307774813	Human	11.200716099202298	0.20029400348298218	Human	10.327818064156599	-0.008967940342968595	Human	10.313930975005528	0.018853899307774813	Human	11.200716099202298	0.20029400348298218	Human
9.81839267913502	0.2069148698834287	Human	9.713862129957812	0.44233690959126004	Human	7.730948340425188	-0.2802378920492573	Human	9.81839267913502	0.2069148698834287	Human	9.713862129957812	0.44233690959126004	Human	7.730948340425188	-0.2802378920492573	Human	9.81839267913502	0.2069148698834287	Human	9.713862129957812	0.44233690959126004	Human	7.730948340425188	-0.2802378920492573	Human
10.034812561110884	-0.33429230591330406	Human	9.96845733218592	-0.21304563151940475	Human	8.746659944719891	-0.29702749902840103	Human	10.034812561110884	-0.33429230591330406	Human	9.96845733218592	-0.21304563151940475	Human	8.746659944719891	-0.29702749902840103	Human	10.034812561110884	-0.33429230591330406	Human	9.96845733218592	-0.21304563151940475	Human	8.746659944719891	-0.29702749902840103	Human
8.270216359904186	0.49008367437176836	Human	8.601386747478564	-0.20630944768094178	Human	10.318451212004536	0.02782183965074335	Human	8.270216359904186	0.49008367437176836	Human	8.601386747478564	-0.20630944768094178	Human	10.318451212004536	0.02782183965074335	Human	8.270216359904186	0.49008367437176836	Human	8.601386747478564	-0.20630944768094178	Human	10.318451212004536	0.02782183965074335	Human
7.9311508787067	0.0080141671095114	Human	8.086999141978884	-0.2892223338632722	Human	9.598314634419356	0.2354220397078316	Human	7.9311508787067	0.0080141671095114	Human	8.086999141978884	-0.2892223338632722	Human	9.598314634419356	0.2354220397078316	Human	7.9311508787067	0.0080141671095114	Human	8.086999141978884	-0.2892223338632722	Human	9.598314634419356	0.2354220397078316	Human
8.517127951796889	0.992412729385439	Human	8.511091908167247	1.0105331652850496	Human	10.132947793257179	0.12124667439389929	Human	8.517127951796889	0.992412729385439	Human	8.511091908167247	1.0105331652850496	Human	10.132947793257179	0.12124667439389929	Human	8.517127951796889	0.992412729385439	Human	8.511091908167247	1.0105331652850496	Human	10.132947793257179	0.12124667439389929	Human
9.842522063053863	0.20546378711000027	Human	9.805390772197878	0.2866305600452895	Human	8.394277359176357	-0.6963931220527102	Human	9.842522063053863	0.20546378711000027	Human	9.805390772197878	0.2866305600452895	Human	8.394277359176357	-0.6963931220527102	Human	9.842522063053863	0.20546378711000027	Human	9.805390772197878	0.2866305600452895	Human	8.394277359176357	-0.6963931220527102	Human
8.38309839087074	-0.14024522950654325	Human	8.298239436457093	0.026184498921034402	Human	8.083397884194218	-0.2972365009727834	Human	8.38309839087074	-0.14024522950654325	Human	8.298239436457093	0.026184498921034402	Human	8.083397884194218	-0.2972365009727834	Human	8.38309839087074	-0.14024522950654325	Human	8.298239436457093	0.026184498921034402	Human	8.083397884194218	-0.2972365009727834	Human
8.685836630508277	-0.35240852284441787	Human	8.336163878243845	0.3461875433214029	Human	7.928187426562576	0.01812043589961039	Human	8.685836630508277	-0.35240852284441787	Human	8.336163878243845	0.3461875433214029	Human	7.928187426562576	0.01812043589961039	Human	8.685836630508277	-0.35240852284441787	Human	8.336163878243845	0.3461875433214029	Human	7.928187426562576	0.01812043589961039	Human
6.93244421478815	-0.5282758243505503	Human	6.758094125843835	-0.21933917820002377	Human	6.873993304179092	-0.12609010223494213	Human	6.93244421478815	-0.5282758243505503	Human	6.758094125843835	-0.21933917820002377	Human	6.873993304179092	-0.12609010223494213	Human	6.93244421478815	-0.5282758243505503	Human	6.758094125843835	-0.21933917820002377	Human	6.873993304179092	-0.12609010223494213	Human
10.010725309407025	-0.3370986995067917	Human	9.250326166809558	1.57325354506474	Human	9.696122922423069	0.08116677293528912	Human	10.010725309407025	-0.3370986995067917	Human	9.250326166809558	1.57325354506474	Human	9.696122922423069	0.08116677293528912	Human	10.010725309407025	-0.3370986995067917	Human	9.250326166809558	1.57325354506474	Human	9.696122922423069	0.08116677293528912	Human
7.711270574820164	0.12253074119987721	Human	7.764477734927548	0.013547315478201467	Human	8.370701240173211	0.1664297284275775	Human	7.711270574820164	0.12253074119987721	Human	7.764477734927548	0.013547315478201467	Human	8.370701240173211	0.1664297284275775	Human	7.711270574820164	0.12253074119987721	Human	7.764477734927548	0.013547315478201467	Human	8.370701240173211	0.1664297284275775	Human
12.53675942566732	0.11808459714079103	Human	12.612579655840964	-0.035750029196930114	Human	8.543887467715205	0.698596066165821	Human	12.53675942566732	0.11808459714079103	Human	12.612579655840964	-0.035750029196930114	Human	8.543887467715205	0.698596066165821	Human	12.53675942566732	0.11808459714079103	Human	12.612579655840964	-0.035750029196930114	Human	8.543887467715205	0.698596066165821	Human
9.327119178763185	0.12936358539308632	Human	8.940112557563639	1.108290760607444	Human	6.796479000338579	0.43541084947456615	Human	9.327119178763185	0.12936358539308632	Human	8.940112557563639	1.108290760607444	Human	6.796479000338579	0.43541084947456615	Human	9.327119178763185	0.12936358539308632	Human	8.940112557563639	1.108290760607444	Human	6.796479000338579	0.43541084947456615	Human
9.454602987999506	1.0986148334137147	Human	11.541151318800226	-0.11283052963134696	Human	7.026321315273119	0.3089366461505266	Human	9.454602987999506	1.0986148334137147	Human	11.541151318800226	-0.11283052963134696	Human	7.026321315273119	0.3089366461505266	Human	9.454602987999506	1.0986148334137147	Human	11.541151318800226	-0.11283052963134696	Human	7.026321315273119	0.3089366461505266	Human
11.57089978419774	-0.16955407966643096	Human	11.964428200429666	-0.16789074607549356	Human	9.509760046555726	1.9103522445715317	Human	11.57089978419774	-0.16955407966643096	Human	11.964428200429666	-0.16789074607549356	Human	9.509760046555726	1.9103522445715317	Human	11.57089978419774	-0.16955407966643096	Human	11.964428200429666	-0.16789074607549356	Human	9.509760046555726	1.9103522445715317	Human
11.983079756501207	-0.20294440398122915	Human	9.99425783921467	1.3707971597699475	Human	7.704225315318024	-0.10898342572167581	Human	11.983079756501207	-0.20294440398122915	Human	9.99425783921467	1.3707971597699475	Human	7.704225315318024	-0.10898342572167581	Human	11.983079756501207	-0.20294440398122915	Human	9.99425783921467	1.3707971597699475	Human	7.704225315318024	-0.10898342572167581	Human
10.37135122556201	0.3202887881467663	Human	12.823891393496318	-0.06729250636645051	Human	12.55547607759305	-0.15383462633772105	Human	10.37135122556201	0.3202887881467663	Human	12.823891393496318	-0.06729250636645051	Human	12.55547607759305	-0.15383462633772105	Human	10.37135122556201	0.3202887881467663	Human	12.823891393496318	-0.06729250636645051	Human	12.55547607759305	-0.15383462633772105	Human
